"id","publisher","title","URL","accessed_at","geography","source_type","supports","limitation"
"bookr_business","Bookr","Business product","https://bookr.ro/ro/business","2026-07-13","Romania","official_product","Marketplace CRM payments reporting and Magic link profile/site","No documented full section builder or custom domain"
"bookr_payments","Bookr","FAQ","https://www.bookr.ro/ro/faqs","2026-07-13","Romania","official_help","Processor fee up to 2.9 percent plus EUR 0.25 plus EUR 0.60 Bookr fee; stated payout 1 to 3 days","Processor unnamed and up-to wording prevents universal rate"
"planific_pricing","Planific.ro","Oferte","https://planific.ro/oferte/","2026-07-13","Romania","official_pricing","Services family: Free; Basic 40; Business 50; Premium 70 RON monthly plus VAT; annual-effective 34/42/59","Separate Subscriptions and combined Services plus Subscriptions families also exist"
"planific_builder","Planific.ro","Website gratuit","https://planific.ro/functionalitati/website-gratuit/","2026-07-13","Romania","official_product","Hosted name.planific.ro site on every plan; nine content-zone types; booking from Business","Normal custom-domain support and editor depth beyond documented zones not verified"
"planific_features","Planific.ro","Funcționalități","https://planific.ro/functionalitati/","2026-07-13","Romania","official_product","Website builder online booking customer management forms roles Stripe payments and invoice integrations","Merchant supplies Stripe keys; processor cost separate"
"programo_product_pricing","Programo","Aplicație programări clienți","https://www.programo.ro/","2026-07-13","Romania","official_product_and_pricing","Free 50-booking allowance; 89 RON monthly with unlimited SMS promoted from 139; 59 without SMS routes through WhatsApp; branded booking page; annual 1068 shown","Promotion has no clear end date; VAT and staff/location basis are not documented; adoption/testimonial claims unverified"
"ocupaloc_pricing","OcupaLoc","Pricing","https://ocupaloc.ro/preturi","2026-07-13","Romania","official_pricing","59.99 RON monthly; 14-day trial; unlimited appointments; no per-booking commission; public booking link","Online payment at booking explicitly absent; traction unknown"
"planifico_pricing","Planifico","Pricing","https://planifico.ro/pricing","2026-07-13","Romania","official_pricing","Free/99/199/399 RON monthly; client/user/notification limits; extra SMS 0.50 and WhatsApp 0.35 RON","Excludes VAT; traction claims unverified"
"planifico_terms","Planifico","Terms","https://planifico.ro/terms","2026-07-13","Romania","official_legal","Corroborates plan and notification-unit costs","Availability is an objective not unconditional guarantee"
"sclipi_pricing","Sclipi","Programări online pentru saloane","https://sclipi.ro/","2026-07-13","Romania","official_product_and_pricing","Launch Solo 39 Pro 79 Business 159 RON against 49/99/199; one/up-to-five/unlimited users; separate 20 percent annual-payment claim; 14-day no-card trial; zero booking commission","VAT annual totals stacking rules promotion duration and end date are not documented; traction unverified"
"minara_pricing","Minara","Aplicație programări","https://minara.ro/","2026-07-13","Romania","official_product_and_pricing","0.20 RON per booking or 0.50 with SMS; public salon page; free-booking promotion","Same page contradicts itself between first 200 and first 300 bookings free; VAT not documented; very new with no independent traction"
"calendis_pricing","Calendis Business","Prețuri","https://business.calendis.ro/preturi","2026-07-13","Romania","official_pricing","Start 39 Optim 65 Nelimitat 95 RON per specialist monthly excluding VAT; one-month free trial; Start and Optim SMS 0.16 RON; Nelimitat SMS included","Calculator converts 65 to 77.35 using an implicit stale 19 percent VAT instead of current 21 percent; terms separately say price and details are agreed in writing"
"calendis_features","Calendis Business","Funcționalități","https://business.calendis.ro/functionalitati","2026-07-13","Romania","official_product","Multi-location/staff recurring appointments CRM reports; first 100 SMS granted once then 0.16 RON; marketplace and website button","Does not document a full content-site builder and its SMS framing must be reconciled with the pricing page"
"calendis_terms","Calendis Business","Terms and conditions","https://business.calendis.ro/termeni-si-conditii","2026-07-13","Romania","official_legal","Three subscription variants with subscription price and details agreed in writing","Conflicts with current public numeric pricing page"
"myagenda_pricing","MyAgenda","Aplicație de programări","https://www.myagenda.ro/","2026-07-13","Romania","official_product_and_pricing","Standard 25 and Premium 39 RON monthly VAT included; Premium booking page","Low-end comparator without marketplace; adoption unknown"
"booksy_supported_countries","Booksy","Supported consumer countries","https://help.booksy.com/hc/en-gb/articles/21594778319122-Can-I-use-Booksy-outside-of-my-country","2026-07-13","International","official_help","Lists supported Booksy consumer countries and omits Romania","Country list can change"
"booksy_uk_pricing","Booksy","UK pricing","https://biz.booksy.com/en-gb/pricing","2026-07-13","United Kingdom","official_pricing","GBP 40 monthly plus VAT; GBP 5 additional user; seven-day trial; Boost 30 percent minimum GBP 5","UK benchmark only"
"booksy_boost","Booksy Help Centre","How Boost works","https://support.booksy.com/hc/en-gb/articles/16486272070546-How-does-Boost-work","2026-07-13","United Kingdom","official_help","Optional Boost one-time 30 percent minimum GBP 5 on first completed new-client visit","Conflicts with broader stale feature page showing 40 percent minimum GBP 10"
"booksy_profile","Booksy","Booksy Profile","https://biz.booksy.com/en-gb/features/booksy-profile","2026-07-13","International product","official_product","Public profile with services prices availability reviews portfolio and booking","Profile is not full website builder/custom domain"
"booksy_features","Booksy","Features","https://biz.booksy.com/en-gb/features","2026-07-13","United Kingdom","official_product","Variants add-ons processing time packages memberships loyalty staff reports widget and profile","Boost copy conflicts with dedicated current pricing/help"
"booksy_poland_pricing","Booksy","Poland pricing","https://biz.booksy.com/pl-pl/cennik","2026-07-13","Poland","official_pricing","145 PLN net monthly plus 35 PLN additional worker; no extra-worker fee after threshold","Polish benchmark; old legal materials can show prior rate"
"treatwell_countries","Treatwell","Country selector","https://treatwell.com/","2026-07-13","Europe","official_country_directory","Current marketplace countries omit Romania","Can change after access date"
"treatwell_pricing","Treatwell","UK partner pricing","https://www.treatwell.co.uk/partners/pricing/","2026-07-13","United Kingdom","official_pricing","35 percent first marketplace booking; zero repeat/direct; 2.5 percent plus VAT online prepayment","Monthly software subscription is quote-only"
"treatwell_payments","Treatwell","Treatwell Pay","https://www.treatwell.co.uk/partners/solutions/payments/","2026-07-13","United Kingdom","official_pricing_and_product","In-person 1.1 percent plus 20p excluding VAT; online prepayment 2.5 percent; terminal and payout options","UK-specific; custom deals can differ"
"treatwell_terms","Treatwell","Partner Terms","https://www.treatwell.co.uk/info/supplier-terms-and-conditions/","2026-07-13","United Kingdom; selected Europe","official_legal","Hosted partner page unique subdomain/conditional own domain widget attribution ranking","No merchant-operated section/variant editor documented"
"simplybook_pricing","SimplyBook.me","Dynamic pricing EUR render observed during audit","https://simplybook.me/en/pricing","2026-07-13","Geolocation-dynamic; EUR render","official_dynamic_pricing_observation","Monthly Free/Basic/Standard/Premium EUR 0/13.90/29.90/59.90; annual-effective EUR 0/11.90/24.90/49.90; 50/100/500/2000 bookings and 1/5/15/30 providers; no platform transaction surcharge","URL is geolocation-dynamic and not a Romania quote; optional add-ons/processors separate"
"simplybook_pricing_gbp","SimplyBook.me","Dynamic pricing GBP render observed during audit","https://simplybook.me/en/pricing","2026-07-13","Geolocation-dynamic; GBP render","official_dynamic_pricing_observation","Another official crawl rendered Free GBP 0; Basic 12.90; Standard 25; Premium 55 monthly","Conflicts with EUR render; no country normalization inferred"
"simplybook_builder","SimplyBook.me","Website Builder with Booking System","https://simplybook.me/en/website-builder","2026-07-13","Global","official_product","Templates unlimited pages menu galleries news/blog iframe widgets and custom CSS","Premium features depend on plan/custom-feature allowances"
"simplybook_domain","SimplyBook.me","Custom domain integration","https://simplybook.me/en/simply-domain-integration","2026-07-13","Global; Europe","official_pricing_and_product","EUR 119 one-time connection feature for existing/new domains and DNS/SSL automation","Domain registration separate; connection feature not domain ownership"
"reservio_ro_pricing","Reservio","Romanian pricing","https://www.reservio.com/ro/preturi","2026-07-13","Romania","official_pricing","Free/Starter/Standard/Pro features and booking limits; Standard custom domain/design","Paid numerals failed to render and payment fees appeared in USD; Romania price unresolved"
"reservio_plan_overview","Reservio Help Center","Plan overview","https://help.reservio.com/ro/articles/8597072-prezentare-generala-a-planurilor-de-abonament-reservio","2026-07-13","Romania; Global","official_help","Plan limits and Enterprise starting EUR 40 monthly","No Romanian Starter/Standard/Pro numeric prices"
"reservio_booking_website","Reservio","Booking website","https://www.reservio.com/features/booking-website","2026-07-13","Global","official_product","Hosted site with logo cover staff themes domain option SEO services events reviews passes","Higher customization/domain require paid plans"
"reservio_customization","Reservio Help Center","Customize booking website","https://help.reservio.com/en/articles/5113844-how-to-customize-booking-website","2026-07-13","Global","official_help","Section visibility/order; higher tiers add preset headers and brand colors","Constrained preset editor not arbitrary multipage builder"
"reservio_domain","Reservio Help Center","Custom domain","https://help.reservio.com/en/articles/5113846-how-to-set-up-a-custom-domain","2026-07-13","Global","official_help","Standard/Pro CNAME custom subdomain","Third-level subdomain only and unavailable while marketplace-listed"
"reservio_marketplace_countries","Reservio Help Center","Marketplace countries","https://help.reservio.com/en/articles/10130232-in-which-countries-is-reservio-marketplace-available","2026-07-13","Czechia; Slovakia","official_help","Marketplace limited to Czech Republic and Slovakia","Romanian SaaS use does not imply discovery"
"reservio_payment_countries","Reservio Help Center","Payment countries","https://help.reservio.com/en/articles/9798889-in-which-countries-are-payments-available","2026-07-13","Europe including Romania","official_help","Payments available in Romania","Does not resolve Romania-specific price/fee presentation"
"planfy_ro_pricing","Planfy","Romanian-language pricing","https://www.planfy.com/ro/preturi","2026-07-13","Global; Romanian-language","official_pricing","Solo GBP 17; Team 37; Ultimate 97 monthly excluding VAT; no booking commission","GBP remains on Romanian page; Romanian traction unknown"
"planfy_booking_surfaces","Planfy","Ways to accept online bookings","https://www.planfy.com/blog/ways-to-accept-online-bookings/","2026-07-13","Global","official_help_blog","Popup/embed widget profile page with logo gallery map contact hours staff","2020 article; not current free-form builder/custom-domain evidence"
"setmore_pricing","Setmore","Pricing","https://www.setmore.com/pricing","2026-07-13","Global","official_pricing","Free up to four users/200 appointments; Pro unlimited users appointments SMS recurrence branding removal API","Rendered monthly price conflicts with other official sources"
"setmore_pro_help","Setmore Support","Setmore Pro","https://support.setmore.com/en/articles/4475815-setmore-pro-web-desktop","2026-07-13","Global","official_help","USD 12 per user monthly or USD 5 annual-effective","Conflicts with FAQ USD 9 monthly"
"setmore_faq","Setmore","FAQ","https://www.setmore.com/faqs","2026-07-13","Global","official_help","USD 9 per user monthly or USD 5 annual-effective","Conflicts with newer dated help article"
"setmore_booking_page","Setmore","Booking Page","https://www.setmore.com/features/booking-page","2026-07-13","Global","official_product","Branded hosted page with services team reviews payments","Not full website builder"
"setmore_url","Setmore Support","Booking Page URL","https://support.setmore.com/en/articles/490970-your-booking-page-url","2026-07-13","Global","official_help","Customizable setmore.com URL and embed","Native custom domains explicitly unsupported"
"setmore_setup_guide","Setmore","Booking Page setup","https://www.setmore.com/guides/booking-page-setup","2026-07-13","Global","official_guide","Logo staff services payments widgets","Only certain elements customizable; not overall template/background"
"WB001","Vagaro","Vagaro Plans Pricing and Premium Features","https://support.vagaro.com/hc/en-us/articles/22781768988187-Vagaro-Plans-Pricing-and-Premium-Features","2026-07-13","US Canada UK Australia","official_pricing_support","US limited-time base USD 23.99 monthly with one calendar; USD 10 each additional employee calendar through seven paid licences; MySite USD 20 monthly; Canada UK and Australia have separate currencies and amounts","Tax not stated; limited-time base and country-specific prices are not stable Romanian equivalents"
"WB002","Vagaro","Create Your Vagaro MySite","https://support.vagaro.com/hc/en-us/articles/20043887869851-Create-Your-Vagaro-MySite","2026-07-13","Global","official_support","Build/test before publication templates free subdomain synced services and business data","Availability can vary by account and region"
"WB003","Vagaro","Booking Website Builder","https://www.vagaro.com/pro/booking-website-builder","2026-07-13","Global","official_product","Booking ecommerce blog portfolio forms SEO and business-data sync","Marketing page does not document every plan restriction"
"WB004","Vagaro","Hire an Expert to Design Your Custom Website","https://support.vagaro.com/hc/en-us/articles/20043918683803-MySite-Hire-an-Expert-to-Design-Your-Custom-Website","2026-07-13","US Canada UK Australia","official_pricing_support","USD 299 US one-time design; included pages/one revision; USD 50 extra page or revision","Requires MySite subscription; regional prices differ and work becomes non-refundable after proof"
"WB005","Vagaro","Purchase a New Domain","https://support.vagaro.com/hc/en-us/articles/26664552669723-MySite-Purchase-a-New-Domain","2026-07-13","Global","official_support","Vagaro-purchased domains renew yearly and cannot transfer to another provider","Applies specifically to domains bought through Vagaro"
"WB006","Vagaro","Customer Participation Agreement","https://www.vagaro.com/pro/vagaro-customer-participation-agreement","2026-07-13","Global","official_legal","Customer ownership of supplied content versus Vagaro platform/site-content ownership and licensing","Legal effect varies by jurisdiction/version"
"WB007","Square","Appointments Pricing","https://squareup.com/us/en/appointments/pricing","2026-07-13","United States","official_pricing","Current USD 0/49/149 per-location plans and website/domain/theme entitlements","US-only; processing SMS hardware and taxes add cost"
"WB008","Square","Set Up Online Booking with Square Appointments","https://my.squareup.com/help/us/en/article/5355-set-up-online-booking-with-square-appointments","2026-07-13","United States","official_support","Choice of simple booking page or full-service Square website with sync","Does not enumerate every paid restriction"
"WB009","Square","Unified Pricing and Packaging","https://squareup.com/us/en/press/unified-pricing-and-packaging","2026-07-13","United States","official_press_release","October 2025 replacement of prior a-la-carte packages; older Appointments prices stale","Summary not full feature matrix"
"WB010","GlossGenius","Pricing","https://glossgenius.com/pricing","2026-07-13","United States","official_pricing","Standard Gold Platinum USD 28/56/168 monthly or annual-effective USD 24/48/148; each location pays plan price; flat 2.6 percent processing","Subscription tax not stated; US-only and annual discount does not establish Romanian willingness to pay"
"WB011","GlossGenius","Pricing and Subscription Plans","https://support.glossgenius.com/en/articles/189-glossgenius-pricing-and-subscription-plans","2026-07-13","United States","official_support_pricing","Plan prices annual totals Practice plans and payroll add-on","Availability can depend on account type"
"WB012","GlossGenius","Available Website Themes","https://support.glossgenius.com/en/articles/181-available-website-themes-for-your-booking-site","2026-07-13","United States","official_support","Classic theme on Standard; premium publication on Gold/Platinum; downgrade behavior","Catalogue/eligibility can change"
"WB013","GlossGenius","Customizing Online Booking Site","https://support.glossgenius.com/en/articles/199-customizing-the-look-of-your-online-booking-site","2026-07-13","United States","official_support","Site customization and no backend-code/traffic-analysis API access","Hosted site documentation not all integrations"
"WB014","GlossGenius","Link Booking Site to Personal Website","https://support.glossgenius.com/en/articles/620-how-to-link-your-glossgenius-booking-site-to-your-personal-website","2026-07-13","United States","official_support","Custom-domain linking/redirecting to hosted URL","DNS behavior registrar-dependent"
"WB015","Mindbody","US Pricing","https://www.mindbodyonline.com/en-gb/business/education/blog/mindbody-pricing-united-states","2026-07-13","United States","official_pricing_article","Starter begins USD 99 per location monthly; higher tiers sales-contact","Only starting rate public; contract/add-ons vary"
"WB016","Mindbody","UK Pricing","https://www.mindbodyonline.com/business/education/blog/mindbody-pricing-united-kingdom","2026-07-13","United Kingdom","official_pricing_article","Starter begins GBP 89 per location monthly","Only starting rate public"
"WB017","Mindbody","Branded Web Tools","https://www.mindbodyonline.com/business/branded-web-tools","2026-07-13","Global","official_product","Embeddable booking schedule ecommerce and account tools for existing websites","Widget distinction; eligibility can vary"
"WB018","Mindbody","Professional Services Agreement","https://www.mindbodyonline.com/company/legal/terms-of-service/professional-services-agreement","2026-07-13","Global","official_legal","Custom website scope ownership templates revisions domain and termination assistance","Quote/SOW pricing not public"
"zenoti_pricing","Zenoti","Pricing and Plans","https://www.zenoti.com/pricing-zenoti","2026-07-13","International","official_pricing_product","Quote-based suite with Get a Quote call to action","No public subscription implementation processing or add-on prices"
"WB019","Zenoti","Getting Started with Webstore V2","https://help.zenoti.com/en/consumer-experience/webstore/getting-started-with-webstore-v2.html","2026-07-13","Global","official_support","Booking storefront for services providers memberships gift cards packages","Retail commerce needs Shopify; this source does not document a general-purpose content-site builder"
"WB020","Zenoti","Custom Domains for Webstore","https://help.zenoti.com/en/consumer-experience/webstore/register-and-manage-custom-domain-names-for-your-webstore-in-zenoti.html","2026-07-13","Global","official_support","Custom-domain masking via booking subdomain","Webstore routing not standalone site hosting"
"WB021","Zenoti","Configure Webstore V2 Template","https://help.zenoti.com/en/consumer-experience/webstore/configure-the-webstore-v2-template.html","2026-07-13","Global","official_support","Template/styling configuration","This source does not document a general-purpose content-site builder"
"WB022","Boulevard","Pricing","https://www.joinblvd.com/pricing","2026-07-13","United States","official_pricing","Normal USD 176/293/410 monthly per location; observed limited-time new-customer summer offer USD 140/234/328; staff limits communication allowances and add-ons","Tax not documented; no offer end date; extracted billing selector does not unambiguously establish selected commitment"
"WB023","Boulevard","Messages","https://www.joinblvd.com/features/messages","2026-07-13","United States","official_product_pricing","Messages and USD 25 per-location monthly price","Not total communication cost"
"WB024","Wix","Is Wix Free? Pricing Explained","https://www.wix.com/blog/is-wix-free","2026-07-13","United States","official_pricing_article","Summary lists Free Light Core Business and Business Elite at USD 0/17/29/39/159 monthly figures; Core enables payments and online bookings","Same article later says Core USD 28; billing cycle and tax are not stated; geography and checkout can change presentation"
"WB025","Wix","About Wix Bookings","https://support.wix.com/en/article/wix-bookings-about-wix-bookings","2026-07-13","Global","official_support","Appointment class and course booking","No price by itself"
"WB026","Wix","Terms of Use","https://www.wix.com/about/terms-of-use/channels","2026-07-13","Global","official_legal","Customer uploaded-content ownership versus Wix platform ownership/licensing","Jurisdiction/version-dependent"
"WB027","Wix","Copyright of Wix Content","https://support.wix.com/en/article/copyright-of-wixs-content","2026-07-13","Global","official_support_legal","Platform/templates cannot simply migrate outside Wix","Customers retain independently owned uploads"
"WB028","Squarespace","FAQ","https://www.squarespace.com/about/faq","2026-07-13","United States","official_product_pricing_faq","Website plans starting monthly annual-billing price and trial","Localized starting prices differ"
"WB029","Squarespace","Pricing","https://www.squarespace.com/pricing","2026-07-13","Global","official_pricing","Domain inclusion hosting and website-plan structure","Dynamic localization prevents universal numerals"
"WB030","Squarespace","Acuity Scheduling","https://www.squarespace.com/scheduling","2026-07-13","Global","official_product","Calendars services appointments payments deposits reminders packages memberships embedding","Localized higher-tier prices not consistently exposed"
"WB031","Squarespace","Acuity Pricing Billing and Invoices","https://support.squarespace.com/hc/en-us/articles/360034944391-Acuity-Scheduling-pricing-billing-and-invoices","2026-07-13","Global","official_support_pricing","Acuity billed separately from website subscription","Taxes/region vary"
"WB032","Squarespace","Transaction Fees and Payment Processing","https://support.squarespace.com/hc/en-us/articles/27853679334157-Transaction-fees-and-payment-processing-rates","2026-07-13","Global","official_support_pricing","No Squarespace transaction fee on Acuity payments","External processor fees apply"
"WB033","Squarespace","Terms of Service","https://www.squarespace.com/terms-of-service/","2026-07-13","Global","official_legal","Customer content ownership versus platform/template ownership","Jurisdiction/version-dependent"
"WB034","GoDaddy","Website Builder","https://www.godaddy.com/websites/website-builder","2026-07-13","United States","official_pricing_product","Basic Premium Commerce promotional annual prices; booking and domain entitlements","Promotional annual and geography-dependent"
"WB035","GoDaddy","Website Design Services","https://www.godaddy.com/websites/web-design","2026-07-13","United States","official_professional_services","One-time professional build plus annual hosting; WordPress delivery/ownership statement","Build price quote-only"
"WB036","GoDaddy","Website Services Agreement","https://www.godaddy.com/en-in/legal/agreements/website-services-agreement","2026-07-13","Global","official_legal","Except user content builder-created site/platform materials belong to GoDaddy","Regional applicability must be checked"
"WB037","Shopify","Pricing","https://www.shopify.com/pricing","2026-07-13","Global","official_pricing","Basic Grow Advanced and Plus anchors","Country currency tax cycle and fees vary"
"WB038","Shopify","Theme Store","https://themes.shopify.com","2026-07-13","Global","official_marketplace","Free themes and observed premium full-theme examples around USD 280 to 430","Inventory/prices change and examples are not exhaustive"
"WB039","Shopify","Adding Previewing and Buying Themes","https://help.shopify.com/en/manual/online-store/themes/adding-themes","2026-07-13","Global","official_support","Paid themes can be previewed/customized before purchase but need purchase to publish","Applies to Shopify Theme Store"
"WB040","Shopify","Unlicensed Themes","https://help.shopify.com/en/manual/online-store/themes/managing-themes/unlicensed-themes","2026-07-13","Global","official_support_legal","Paid theme licence exclusive to one store; each additional store needs licence","Developers can add terms"
"WB041","Shopify","Refund Policy for Themes","https://help.shopify.com/en/manual/your-account/manage-billing/refund-policy-subscriptions","2026-07-13","Global","official_support_policy","Theme purchases generally final sale","Statutory rights/exceptions can vary"
"WB042","Section Store","All Shopify Sections","https://section.store/pages/all-sections","2026-07-13","Global","vendor_pricing_catalogue","Section Store catalogue listed individual sections from free through about USD 9 once plus an optional subscription","Vendor-controlled catalogue; not independent market-wide adoption or willingness-to-pay evidence"
"WB043","Shopify App Store; Section Store","Section Store Theme Sections","https://apps.shopify.com/section-factory","2026-07-13","Global","official_app_listing_third_party","Free install plus optional one-time premium section purchases","Vendor supplied content and prices change"
"WB044","Shopify App Store; Hazify","Hazify Sections","https://apps.shopify.com/hazify-sections","2026-07-13","Global","official_app_listing_third_party","USD 5 one-time per section and optional USD 12 monthly blocks plan; sections move between themes","Shopify-only third-party product"
"WB045","Webflow","Plans and Pricing","https://webflow.com/pricing","2026-07-13","Global","official_pricing","Starter free; Basic USD 15 and Premium USD 25 monthly billed yearly per site; custom domain SEO and seats; applicable taxes added at checkout","Yearly savings and add-ons vary; not a Romanian-currency quote"
"WB046","Webflow","Updated Pricing May 2026","https://help.webflow.com/hc/en-us/articles/51059955082387-Updated-pricing-and-simplified-plans-for-May-2026","2026-07-13","Global","official_pricing_announcement","May 2026 plan/pricing changes prevent stale comparisons","Future changes can supersede"
"WB047","Webflow","Salon and Barbershop Templates","https://templates.webflow.com/subcategory/salon-and-barbershop-websites","2026-07-13","Global","official_marketplace","Observed salon templates at USD 29 49 and 79","Examples not exhaustive; catalogue changes"
"WB048","Webflow","Template Licences","https://webflow.com/templates/template-licenses","2026-07-13","Global","official_legal_licensing","Paid template single-use for one project/client; modification/client transfer allowed; resale prohibited","Creator support terms can differ"
"WB049","Webflow","Templates Overview","https://help.webflow.com/hc/en-us/articles/33961270477971-Webflow-templates-overview","2026-07-13","Global","official_support","Templates previewable before purchase","Does not establish Romanian willingness to pay"
"WB050","Framer","Pricing","https://www.framer.com/pricing","2026-07-13","Global","official_pricing","Yearly-billed Basic USD 10 and Pro USD 30 monthly per site; extra editors USD 20 and content editors USD 10 monthly; custom domains SEO; applicable sales tax by location","Currency tax and add-ons vary; not a Romanian-currency quote"
"WB051","Framer","Salono Template","https://www.framer.com/community/marketplace/templates/salono","2026-07-13","Global","official_marketplace","Salon full-site template USD 29 once","Single creator-controlled example"
"WB052","Framer","Community Terms","https://www.framer.com/legal/community-terms","2026-07-13","Global","official_legal","Paid assets generally single-use; creator retains IP; resale prohibited","Check effective date and creator licence"
"WB053","Framer","Marketplace Refunds","https://www.framer.com/help/articles/how-refunds-work-on-the-marketplace","2026-07-13","Global","official_support_policy","Refund decisions under creator-controlled terms","Consumer rights vary"
"WB054","Framer","Creator Program","https://www.framer.com/help/articles/how-the-creator-program-works","2026-07-13","Global","official_support","Creators currently keep 100 percent of marketplace sales","Not evidence of Zavoia processor costs"
"WB055","Elementor","Elementor Pro Pricing","https://elementor.com/pricing","2026-07-13","Global","official_pricing","Annual subscription anchors and site limits","Hosting separate and promotions change"
"WB057","Elementor","Template Library Terms","https://elementor.com/terms/template-library","2026-07-13","Global","official_legal","Library access subscription-based; client use allowed; standalone resale prohibited","Terms can change"
"WB058","Envato","Elements Pricing","https://elements.envato.com/pricing","2026-07-13","Global","official_pricing","Core/Plus annual and monthly subscription anchors","Taxes and promotions vary"
"WB059","Envato","One Project per Licence","https://help.elements.envato.com/hc/en-us/articles/360000621483","2026-07-13","Global","official_licensing_support","Each asset licence one project; completed-project licence survives cancellation","New projects need licence while subscribed"
"WB060","Envato","Template Kits WordPress Extension","https://help.elements.envato.com/hc/en-us/articles/360020522851-Envato-Elements-Template-Kits-WordPress-Extension","2026-07-13","Global","official_licensing_support","Envato kits cannot be used in automated/on-demand DIY website builders","Applies to Envato assets not original Zavoia designs"
"WB062","European Union","VAT Rules and Rates by Country","https://europa.eu/youreurope/business/taxation/vat/vat-rules-rates/indexamp_en.htm","2026-07-13","European Union","official_government_guidance","Current Romanian standard VAT cross-check","National legislation controls on conflict"
"WB063","ANAF","Modificări TVA Legea 141/2025","https://static.anaf.ro/static/10/Galati/Vrancea/Modif-TVA-Legea-141-25.pdf","2026-07-13","Romania","official_tax_guidance","Standard VAT changed to 21 percent from 1 August 2025","Business-specific treatment needs tax advice"
